real_time,grWindSpeed,grWindDirction,grOutdoorTemperature,grAirPressure,grAirDensity,grGridActivePower
2021-12-01 00:00:00,4.4,-12.9,16.6,0.0,1.2,506.0
2021-12-01 00:05:00,5.9,27.7,16.5,0.0,1.2,738.0
2021-12-01 00:10:00,5.1,-4.7,16.4,0.0,1.2,530.0
2021-12-01 00:15:00,3.2,2.8,16.4,0.0,1.2,258.0
2021-12-01 00:20:00,5.2,9.6,16.3,0.0,1.2,685.0
2021-12-01 00:25:00,3.8,-5.2,16.3,0.0,1.2,401.0
2021-12-01 00:30:00,4.9,-12.9,16.2,0.0,1.2,365.0
2021-12-01 00:35:00,4.2,-13.3,16.0,0.0,1.2,338.0
2021-12-01 00:40:00,6.0,-6.5,16.0,0.0,1.2,546.0
2021-12-01 00:45:00,5.6,11.4,16.0,0.0,1.2,558.0
2021-12-01 00:50:00,6.0,-0.3,15.9,0.0,1.2,807.0
2021-12-01 00:55:00,5.7,-2.0,15.9,0.0,1.2,698.0
2021-12-01 01:00:00,5.6,13.7,15.8,0.0,1.2,901.0
2021-12-01 01:05:00,4.3,3.6,15.8,0.0,1.2,731.0
2021-12-01 01:10:00,5.5,1.0,15.8,0.0,1.2,686.0
2021-12-01 01:15:00,6.2,-6.6,15.7,0.0,1.2,1205.0
2021-12-01 01:20:00,6.1,-0.4,15.7,0.0,1.2,977.0
2021-12-01 01:25:00,5.8,-7.4,15.6,0.0,1.2,1171.0
2021-12-01 01:30:00,6.3,3.1,15.6,0.0,1.2,1482.0
2021-12-01 01:35:01,5.7,-11.6,15.6,0.0,1.2,1056.0
2021-12-01 01:40:00,7.6,2.7,15.6,0.0,1.2,1844.0
2021-12-01 01:45:00,6.4,0.6,15.5,0.0,1.2,1349.0
2021-12-01 01:50:00,7.5,7.9,15.6,0.0,1.2,1951.0
2021-12-01 01:55:00,6.5,9.8,15.3,0.0,1.2,1120.0
2021-12-01 02:00:00,6.7,12.2,15.3,0.0,1.2,1207.0
2021-12-01 02:05:00,6.7,1.1,15.3,0.0,1.2,1456.0
2021-12-01 02:10:00,7.3,9.2,15.3,0.0,1.2,1928.0
2021-12-01 02:15:00,6.9,-13.3,15.2,0.0,1.2,1665.0
2021-12-01 02:20:00,5.8,-2.2,15.1,0.0,1.2,1587.0
2021-12-01 02:25:00,7.0,-3.7,15.1,0.0,1.2,1495.0
2021-12-01 02:30:00,5.2,-2.2,15.1,0.0,1.2,1389.0
2021-12-01 02:35:00,5.4,-4.7,15.1,0.0,1.2,1429.0
2021-12-01 02:40:00,4.7,-7.3,14.9,0.0,1.2,747.0
2021-12-01 02:45:00,6.7,0.6,15.0,0.0,1.2,1322.0
2021-12-01 02:50:00,6.8,-10.1,14.9,0.0,1.2,1511.0
2021-12-01 02:55:00,7.2,-7.3,14.9,0.0,1.2,1787.0
2021-12-01 03:00:00,7.9,11.4,14.8,0.0,1.2,1677.0
2021-12-01 03:05:00,4.2,-6.7,14.8,0.0,1.2,1230.0
2021-12-01 03:10:00,7.7,-6.4,14.8,0.0,1.2,1926.0
2021-12-01 03:15:00,6.7,-4.9,14.7,0.0,1.2,1151.0
2021-12-01 03:20:00,6.1,-13.4,14.7,0.0,1.2,1076.0
2021-12-01 03:25:00,5.1,7.5,14.7,0.0,1.2,987.0
2021-12-01 03:30:00,5.1,2.2,14.6,0.0,1.2,973.0
2021-12-01 03:35:00,5.8,-7.0,14.6,0.0,1.2,785.0
2021-12-01 03:40:00,5.9,4.0,14.6,0.0,1.2,1047.0
2021-12-01 03:45:00,5.9,-5.9,14.6,0.0,1.2,929.0
2021-12-01 03:50:00,5.5,-13.5,14.5,0.0,1.2,720.0
2021-12-01 03:55:00,6.2,-23.9,14.5,0.0,1.2,1058.0
2021-12-01 04:00:06,6.6,-6.0,14.5,0.0,1.2,932.0
2021-12-01 04:05:00,5.9,-3.8,14.4,0.0,1.2,966.0
2021-12-01 04:10:00,6.0,-3.4,14.4,0.0,1.2,927.0
2021-12-01 04:15:07,6.9,-1.0,14.4,0.0,1.2,1282.0
2021-12-01 04:20:00,6.8,3.8,14.4,0.0,1.2,1409.0
2021-12-01 04:25:00,6.1,4.9,14.3,0.0,1.2,1311.0
2021-12-01 04:30:00,6.0,-3.4,14.3,0.0,1.2,1139.0
2021-12-01 04:35:00,5.8,-4.6,14.2,0.0,1.2,837.0
2021-12-01 04:40:00,6.1,-3.7,14.2,0.0,1.2,1031.0
2021-12-01 04:45:00,6.5,8.1,14.2,0.0,1.2,1272.0
2021-12-01 04:50:00,5.7,6.7,14.1,0.0,1.2,975.0
2021-12-01 04:55:00,6.1,9.1,14.1,0.0,1.2,962.0
2021-12-01 05:00:00,6.2,-1.3,14.1,0.0,1.2,987.0
2021-12-01 05:05:00,6.4,11.7,14.1,0.0,1.2,1191.0
2021-12-01 05:10:00,6.4,-5.1,14.1,0.0,1.2,1276.0
2021-12-01 05:15:00,6.7,7.9,13.9,0.0,1.2,1389.0
2021-12-01 05:20:00,7.5,6.2,14.0,0.0,1.2,1376.0
2021-12-01 05:25:00,3.4,-10.8,13.8,0.0,1.2,1287.0
2021-12-01 05:30:00,6.4,2.8,13.9,0.0,1.2,1180.0
2021-12-01 05:35:00,6.5,0.3,13.9,0.0,1.2,1312.0
2021-12-01 05:40:00,7.3,12.9,13.8,0.0,1.2,1183.0
2021-12-01 05:45:00,6.5,-1.2,13.8,0.0,1.2,1129.0
2021-12-01 05:50:00,7.1,2.8,13.7,0.0,1.2,1399.0
2021-12-01 05:55:00,6.3,-0.1,13.7,0.0,1.2,1390.0
2021-12-01 06:00:00,6.6,-18.1,13.7,0.0,1.2,1204.0
2021-12-01 06:05:00,6.4,-6.9,13.6,0.0,1.2,1294.0
2021-12-01 06:10:00,7.0,1.5,13.6,0.0,1.2,1339.0
2021-12-01 06:15:03,6.7,-13.8,13.6,0.0,1.2,1515.0
2021-12-01 06:20:00,5.9,-0.7,13.6,0.0,1.2,1231.0
2021-12-01 06:25:01,4.9,-0.1,13.5,0.0,1.2,923.0
2021-12-01 06:30:00,5.6,2.9,13.5,0.0,1.2,1250.0
2021-12-01 06:35:00,6.0,10.9,13.5,0.0,1.2,702.0
2021-12-01 06:40:00,5.0,5.2,13.5,0.0,1.2,671.0
2021-12-01 06:45:00,3.9,16.0,13.4,0.0,1.2,576.0
2021-12-01 06:50:00,5.5,4.0,13.4,0.0,1.2,651.0
2021-12-01 06:55:05,4.9,10.0,13.3,0.0,1.2,855.0
2021-12-01 07:00:00,6.1,10.9,13.3,0.0,1.2,1133.0
2021-12-01 07:05:00,6.5,17.5,13.3,0.0,1.2,1126.0
2021-12-01 07:10:00,6.5,8.6,13.2,0.0,1.2,1275.0
2021-12-01 07:15:00,6.3,-6.7,13.3,0.0,1.2,1714.0
2021-12-01 07:20:00,6.7,3.5,13.3,0.0,1.2,1181.0
2021-12-01 07:25:00,6.8,14.5,13.4,0.0,1.2,1123.0
2021-12-01 07:30:00,6.6,26.9,13.4,0.0,1.2,1097.0
2021-12-01 07:35:00,5.1,-1.3,13.4,0.0,1.2,1151.0
2021-12-01 07:40:00,6.2,-11.7,13.4,0.0,1.2,989.0
2021-12-01 07:45:00,6.1,8.0,13.3,0.0,1.2,1076.0
2021-12-01 07:50:00,6.0,16.0,13.5,0.0,1.2,1247.0
2021-12-01 07:55:00,6.4,-2.7,13.5,0.0,1.2,857.0
2021-12-01 08:00:00,3.6,-5.1,13.5,0.0,1.2,805.0
2021-12-01 08:05:00,4.7,6.7,13.5,0.0,1.2,700.0
2021-12-01 08:10:00,4.1,-8.5,13.4,0.0,1.2,875.0
2021-12-01 08:15:00,5.1,28.5,13.4,0.0,1.2,441.0
2021-12-01 08:20:06,5.6,-21.3,13.6,0.0,1.2,647.0
2021-12-01 08:25:00,4.0,-3.5,13.4,0.0,1.2,427.0
2021-12-01 08:30:00,5.7,-5.4,13.7,0.0,1.2,479.0
2021-12-01 08:35:00,4.0,28.4,13.6,0.0,1.2,378.0
2021-12-01 08:40:00,4.8,4.0,13.8,0.0,1.2,538.0
2021-12-01 08:45:00,4.9,-16.7,14.1,0.0,1.2,372.0
2021-12-01 08:50:00,4.2,16.8,14.0,0.0,1.2,313.0
2021-12-01 08:55:00,5.3,-2.9,14.3,0.0,1.2,587.0
2021-12-01 09:00:00,3.7,-6.1,14.6,0.0,1.2,318.0
2021-12-01 09:05:00,3.4,10.6,14.3,0.0,1.2,231.0
2021-12-01 09:10:00,3.7,-17.2,15.0,0.0,1.2,215.0
2021-12-01 09:15:00,4.2,-2.7,14.6,0.0,1.2,406.0
2021-12-01 09:20:00,4.1,0.2,14.7,0.0,1.2,337.0
2021-12-01 09:25:00,4.1,-2.6,14.8,0.0,1.2,285.0
2021-12-01 09:30:00,4.0,-9.6,15.1,0.0,1.2,243.0
2021-12-01 09:35:00,3.1,0.9,15.5,0.0,1.2,174.0
2021-12-01 09:40:00,3.4,24.3,15.2,0.0,1.2,171.0
2021-12-01 09:45:00,4.2,-18.2,15.6,0.0,1.2,233.0
2021-12-01 09:50:00,4.6,24.8,15.3,0.0,1.2,260.0
2021-12-01 09:55:00,5.1,10.1,15.6,0.0,1.2,422.0
2021-12-01 10:00:00,3.3,-14.3,15.9,0.0,1.2,127.0
2021-12-01 10:05:00,3.7,15.7,15.8,0.0,1.2,193.0
2021-12-01 10:10:00,4.4,25.5,15.8,0.0,1.2,315.0
2021-12-01 10:15:00,5.4,17.7,15.5,0.0,1.2,809.0
2021-12-01 10:20:00,4.7,-25.9,16.4,0.0,1.2,305.0
2021-12-01 10:25:02,4.7,-7.6,15.8,0.0,1.2,424.0
2021-12-01 10:30:00,3.8,13.7,16.0,0.0,1.2,650.0
2021-12-01 10:35:00,4.3,7.1,16.4,0.0,1.2,452.0
2021-12-01 10:40:00,6.5,20.3,15.7,0.0,1.2,612.0
2021-12-01 10:45:00,5.7,-11.9,15.8,0.0,1.2,615.0
2021-12-01 10:50:00,3.5,-11.5,16.0,0.0,1.2,359.0
2021-12-01 10:55:00,5.8,-13.1,16.5,0.0,1.2,516.0
2021-12-01 11:00:00,5.3,24.1,15.9,0.0,1.2,1318.0
2021-12-01 11:05:00,9.6,3.3,15.7,0.0,1.2,3092.0
2021-12-01 11:10:00,7.8,1.5,15.7,0.0,1.2,2369.0
2021-12-01 11:15:00,4.4,4.9,16.6,0.0,1.2,535.0
2021-12-01 11:20:00,6.5,41.7,16.1,0.0,1.2,533.0
2021-12-01 11:25:00,8.5,-8.8,15.9,0.0,1.2,2100.0
2021-12-01 11:30:00,7.7,-1.9,15.9,0.0,1.2,1596.0
2021-12-01 11:35:00,4.9,-2.1,15.9,0.0,1.2,1149.0
2021-12-01 11:40:00,6.6,0.1,15.7,0.0,1.2,1329.0
2021-12-01 11:45:00,7.9,-3.6,15.8,0.0,1.2,2284.0
2021-12-01 11:50:00,5.8,-22.3,16.3,0.0,1.2,876.0
2021-12-01 11:55:00,6.7,29.5,15.6,0.0,1.2,1736.0
2021-12-01 12:00:00,2.0,41.0,16.5,0.0,1.2,204.0
2021-12-01 12:05:00,5.4,25.7,16.4,0.0,1.2,602.0
2021-12-01 12:10:00,5.1,6.1,15.7,0.0,1.2,886.0
2021-12-01 12:15:00,5.7,31.6,16.2,0.0,1.2,1040.0
2021-12-01 12:20:00,5.5,-1.9,16.7,0.0,1.2,476.0
2021-12-01 12:25:00,9.6,2.1,15.9,0.0,1.2,2642.0
2021-12-01 12:30:00,5.4,3.4,16.5,0.0,1.2,811.0
2021-12-01 12:35:00,4.6,1.6,16.2,0.0,1.2,1028.0
2021-12-01 12:40:00,2.8,10.4,16.4,0.0,1.2,731.0
2021-12-01 12:45:00,5.3,0.7,16.3,0.0,1.2,1290.0
2021-12-01 12:50:00,6.3,33.8,16.2,0.0,1.2,939.0
2021-12-01 12:55:07,6.3,7.5,16.5,0.0,1.2,1302.0
2021-12-01 13:00:02,3.4,2.4,16.6,0.0,1.2,823.0
2021-12-01 13:05:00,6.9,7.1,16.1,0.0,1.2,1505.0
2021-12-01 13:10:00,5.5,-26.3,16.7,0.0,1.2,839.0
2021-12-01 13:15:00,6.1,21.2,16.1,0.0,1.2,1078.0
2021-12-01 13:20:00,5.6,7.7,16.0,0.0,1.2,650.0
2021-12-01 13:25:00,4.1,-14.3,16.1,0.0,1.2,500.0
2021-12-01 13:30:00,5.4,-9.5,16.5,0.0,1.2,835.0
2021-12-01 13:35:00,5.5,-13.0,16.8,0.0,1.2,699.0
2021-12-01 13:40:00,5.4,9.6,16.2,0.0,1.2,863.0
2021-12-01 13:45:00,5.4,20.3,16.6,0.0,1.2,735.0
2021-12-01 13:50:00,4.0,-6.6,17.0,0.0,1.2,450.0
2021-12-01 13:55:00,6.7,21.3,16.5,0.0,1.2,1173.0
2021-12-01 14:00:00,5.7,-2.6,16.7,0.0,1.2,531.0
2021-12-01 14:05:00,6.7,0.5,16.2,0.0,1.2,1062.0
2021-12-01 14:10:00,5.8,-2.1,16.5,0.0,1.2,652.0
2021-12-01 14:15:00,4.6,3.2,17.0,0.0,1.2,613.0
2021-12-01 14:20:00,4.6,0.0,16.5,0.0,1.2,493.0
2021-12-01 14:25:00,6.3,32.9,17.1,0.0,1.2,706.0
2021-12-01 14:30:00,5.0,-37.6,17.3,0.0,1.2,378.0
2021-12-01 14:35:00,5.8,2.8,16.5,0.0,1.2,628.0
2021-12-01 14:40:00,6.0,-29.7,17.1,0.0,1.2,699.0
2021-12-01 14:45:00,5.0,-25.0,18.1,0.0,1.2,267.0
2021-12-01 14:50:00,4.9,15.4,16.9,0.0,1.2,407.0
2021-12-01 14:55:00,7.0,23.9,16.6,0.0,1.2,421.0
2021-12-01 15:00:00,4.9,-47.6,17.4,0.0,1.2,276.0
2021-12-01 15:05:00,4.2,-1.9,17.2,0.0,1.2,402.0
2021-12-01 15:10:00,5.4,-10.0,17.2,0.0,1.2,616.0
2021-12-01 15:15:00,5.5,20.4,16.6,0.0,1.2,690.0
2021-12-01 15:20:03,5.1,-1.4,16.8,0.0,1.2,455.0
2021-12-01 15:25:00,4.3,6.9,17.9,0.0,1.2,190.0
2021-12-01 15:30:00,3.4,7.9,17.5,0.0,1.2,186.0
2021-12-01 15:35:00,4.5,6.4,17.3,0.0,1.2,364.0
2021-12-01 15:40:00,2.9,-41.4,17.2,0.0,1.2,147.0
2021-12-01 15:45:00,4.0,-17.5,17.7,0.0,1.2,397.0
2021-12-01 15:50:00,4.4,-8.4,17.0,0.0,1.2,386.0
2021-12-01 15:55:00,3.5,-10.6,17.0,0.0,1.2,299.0
2021-12-01 16:00:00,3.4,-10.9,17.7,0.0,1.2,180.0
2021-12-01 16:05:00,4.1,6.4,16.9,0.0,1.2,406.0
2021-12-01 16:10:00,3.7,29.3,16.9,0.0,1.2,160.0
2021-12-01 16:15:00,5.6,-10.2,16.7,0.0,1.2,406.0
2021-12-01 16:20:00,3.8,8.6,16.9,0.0,1.2,334.0
2021-12-01 16:25:00,3.8,-13.2,17.0,0.0,1.2,348.0
2021-12-01 16:30:07,4.1,20.5,17.2,0.0,1.2,233.0
2021-12-01 16:35:00,4.5,-10.0,17.2,0.0,1.2,246.0
2021-12-01 16:40:00,4.1,-13.3,17.1,0.0,1.2,198.0
2021-12-01 16:45:00,4.9,-9.9,17.0,0.0,1.2,331.0
2021-12-01 16:50:00,1.8,-4.3,17.5,0.0,1.2,60.0
2021-12-01 16:55:00,4.2,23.1,16.9,0.0,1.2,191.0
2021-12-01 17:00:04,3.0,5.5,16.8,0.0,1.2,138.0
2021-12-01 17:05:00,4.9,2.2,16.7,0.0,1.2,253.0
2021-12-01 17:10:00,3.6,10.0,16.9,0.0,1.2,196.0
2021-12-01 17:15:00,3.8,12.3,16.3,0.0,1.2,238.0
2021-12-01 17:20:00,3.9,-9.8,16.6,0.0,1.2,206.0
2021-12-01 17:25:00,2.7,-2.4,16.5,0.0,1.2,139.0
2021-12-01 17:30:00,3.8,-2.4,16.3,0.0,1.2,255.0
2021-12-01 17:35:00,4.6,-7.5,16.2,0.0,1.2,252.0
2021-12-01 17:40:06,2.6,11.2,16.2,0.0,1.2,143.0
2021-12-01 17:45:02,2.7,-21.5,15.9,0.0,1.2,143.0
2021-12-01 17:50:00,3.2,1.3,15.9,0.0,1.2,174.0
2021-12-01 17:55:00,3.9,-2.4,15.9,0.0,1.2,228.0
2021-12-01 18:00:00,4.4,-2.9,15.9,0.0,1.2,222.0
2021-12-01 18:05:00,4.2,2.8,15.9,0.0,1.2,206.0
2021-12-01 18:10:00,3.7,-18.3,16.0,0.0,1.2,187.0
2021-12-01 18:15:00,4.0,0.2,16.1,0.0,1.2,204.0
2021-12-01 18:20:08,2.8,-16.2,16.0,0.0,1.2,138.0
2021-12-01 18:25:00,3.7,-2.3,16.0,0.0,1.2,170.0
2021-12-01 18:30:00,3.8,-2.1,16.0,0.0,1.2,146.0
2021-12-01 18:35:00,2.4,0.1,16.1,0.0,1.2,142.0
2021-12-01 18:40:00,2.7,14.2,16.1,0.0,1.2,110.0
2021-12-01 18:45:00,2.5,9.0,16.1,0.0,1.2,100.0
2021-12-01 18:50:00,2.9,-2.8,16.2,0.0,1.2,109.0
2021-12-01 18:55:00,3.2,-14.5,16.2,0.0,1.2,114.0
2021-12-01 19:00:02,3.0,20.0,16.1,0.0,1.2,70.0
2021-12-01 19:05:00,3.2,7.6,16.2,0.0,1.2,101.0
2021-12-01 19:10:00,2.0,-12.3,16.3,0.0,1.2,142.0
2021-12-01 19:15:00,3.8,-10.5,16.3,0.0,1.2,174.0
2021-12-01 19:20:00,3.5,7.7,16.3,0.0,1.2,148.0
2021-12-01 19:25:00,3.5,-3.7,16.3,0.0,1.2,117.0
2021-12-01 19:30:00,3.1,-4.1,16.3,0.0,1.2,170.0
2021-12-01 19:35:00,2.7,-10.5,16.3,0.0,1.2,182.0
2021-12-01 19:40:00,3.0,13.6,16.3,0.0,1.2,114.0
2021-12-01 19:45:00,3.1,-6.2,16.3,0.0,1.2,169.0
2021-12-01 19:50:00,3.3,-16.8,16.3,0.0,1.2,194.0
2021-12-01 19:55:00,3.7,-2.6,16.3,0.0,1.2,199.0
2021-12-01 20:00:00,2.4,-3.8,16.3,0.0,1.2,178.0
2021-12-01 20:05:00,2.7,8.0,16.3,0.0,1.2,122.0
2021-12-01 20:10:00,2.7,-3.3,16.3,0.0,1.2,126.0
2021-12-01 20:15:00,3.5,-4.6,16.2,0.0,1.2,95.0
2021-12-01 20:20:00,3.5,4.2,16.3,0.0,1.2,177.0
2021-12-01 20:25:00,3.6,3.3,16.3,0.0,1.2,165.0
2021-12-01 20:30:04,3.8,-3.0,16.3,0.0,1.2,184.0
2021-12-01 20:35:00,4.0,7.3,16.3,0.0,1.2,175.0
2021-12-01 20:40:00,3.1,7.7,16.3,0.0,1.2,149.0
2021-12-01 20:45:00,2.5,-7.1,16.4,0.0,1.2,188.0
2021-12-01 20:50:00,3.5,-5.0,16.4,0.0,1.2,171.0
2021-12-01 20:55:00,3.2,-26.5,16.4,0.0,1.2,217.0
2021-12-01 21:00:00,3.5,-2.4,16.4,0.0,1.2,167.0
2021-12-01 21:05:00,3.3,-6.3,16.4,0.0,1.2,180.0
2021-12-01 21:10:00,3.7,-0.1,16.4,0.0,1.2,148.0
2021-12-01 21:15:00,2.4,-15.5,16.4,0.0,1.2,113.0
2021-12-01 21:20:00,4.4,-2.2,16.5,0.0,1.2,159.0
2021-12-01 21:25:05,2.9,-13.7,16.5,0.0,1.2,128.0
2021-12-01 21:30:00,3.1,-0.2,16.4,0.0,1.2,152.0
2021-12-01 21:35:00,3.5,20.6,16.4,0.0,1.2,144.0
2021-12-01 21:40:00,3.3,-8.8,16.5,0.0,1.2,175.0
2021-12-01 21:45:00,3.6,-16.5,16.5,0.0,1.2,224.0
2021-12-01 21:50:00,4.0,-4.1,16.5,0.0,1.2,213.0
2021-12-01 21:55:00,4.1,-6.5,16.5,0.0,1.2,212.0
2021-12-01 22:00:00,3.3,-4.5,16.4,0.0,1.2,213.0
2021-12-01 22:05:00,4.0,-1.7,16.4,0.0,1.2,203.0
2021-12-01 22:10:00,4.5,3.9,16.6,0.0,1.2,237.0
2021-12-01 22:15:00,3.9,-3.7,16.6,0.0,1.2,206.0
2021-12-01 22:20:00,3.9,2.4,16.5,0.0,1.2,169.0
2021-12-01 22:25:00,3.7,-7.7,16.6,0.0,1.2,178.0
2021-12-01 22:30:00,3.4,16.1,16.5,0.0,1.2,173.0
2021-12-01 22:35:00,3.3,-5.6,16.5,0.0,1.2,186.0
2021-12-01 22:40:00,2.9,-22.0,16.6,0.0,1.2,175.0
2021-12-01 22:45:00,3.5,-4.4,16.5,0.0,1.2,173.0
2021-12-01 22:50:00,2.8,-4.4,16.5,0.0,1.2,195.0
2021-12-01 22:55:00,4.4,-15.8,16.7,0.0,1.2,221.0
2021-12-01 23:00:00,4.4,-5.7,16.8,0.0,1.2,214.0
2021-12-01 23:05:00,4.1,0.7,16.7,0.0,1.2,231.0
2021-12-01 23:10:00,4.2,-13.9,16.8,0.0,1.2,239.0
2021-12-01 23:15:00,4.4,-6.0,16.7,0.0,1.2,390.0
2021-12-01 23:20:00,4.1,-13.7,16.8,0.0,1.2,345.0
2021-12-01 23:25:00,4.3,10.6,16.8,0.0,1.2,361.0
2021-12-01 23:30:00,3.9,-6.6,16.8,0.0,1.2,327.0
2021-12-01 23:35:00,4.3,12.5,16.8,0.0,1.2,285.0
2021-12-01 23:40:00,4.0,-11.8,16.8,0.0,1.2,245.0
2021-12-01 23:45:00,4.6,-5.1,16.7,0.0,1.2,283.0
2021-12-01 23:50:00,3.8,-3.1,16.8,0.0,1.2,240.0
2021-12-01 23:55:00,3.2,4.1,16.2,0.0,1.2,101.0
2021-12-02 00:00:00,4.1,-25.0,16.0,0.0,1.2,161.0
2021-12-02 00:05:00,4.4,21.3,15.8,0.0,1.2,236.0
2021-12-02 00:10:00,4.1,9.0,15.7,0.0,1.2,227.0
2021-12-02 00:15:00,5.0,2.1,15.7,0.0,1.2,243.0
2021-12-02 00:20:00,4.9,21.5,15.7,0.0,1.2,364.0
2021-12-02 00:25:00,4.4,-17.7,15.7,0.0,1.2,364.0
2021-12-02 00:30:00,4.0,0.0,15.6,0.0,1.2,332.0
2021-12-02 00:35:00,4.3,-23.6,15.6,0.0,1.2,254.0
2021-12-02 00:40:00,4.1,-6.7,15.7,0.0,1.2,268.0
2021-12-02 00:45:00,3.9,-6.9,15.7,0.0,1.2,306.0
2021-12-02 00:50:00,4.3,-2.6,15.7,0.0,1.2,250.0
2021-12-02 00:55:00,3.3,13.6,15.9,0.0,1.2,257.0
2021-12-02 01:00:00,4.0,8.8,15.9,0.0,1.2,243.0
2021-12-02 01:05:00,3.9,-7.3,15.7,0.0,1.2,210.0
2021-12-02 01:10:00,4.2,-16.8,15.7,0.0,1.2,219.0
2021-12-02 01:15:00,3.8,-6.9,15.7,0.0,1.2,333.0
2021-12-02 01:20:00,3.3,-10.6,15.9,0.0,1.2,375.0
2021-12-02 01:25:00,4.6,-16.7,15.5,0.0,1.2,258.0
2021-12-02 01:30:00,4.1,2.1,15.5,0.0,1.2,224.0
2021-12-02 01:35:00,3.5,-12.3,15.5,0.0,1.2,187.0
2021-12-02 01:40:00,3.4,23.7,15.4,0.0,1.2,206.0
2021-12-02 01:45:00,4.1,8.4,15.5,0.0,1.2,249.0
2021-12-02 01:50:00,4.1,1.3,15.4,0.0,1.2,387.0
2021-12-02 01:55:00,4.8,-3.7,15.3,0.0,1.2,465.0
2021-12-02 02:00:00,5.0,-10.2,15.2,0.0,1.2,415.0
2021-12-02 02:05:00,3.4,-3.7,15.1,0.0,1.2,340.0
2021-12-02 02:10:00,4.6,-5.4,15.1,0.0,1.2,358.0
2021-12-02 02:15:00,4.3,6.0,15.2,0.0,1.2,370.0
2021-12-02 02:20:00,4.0,9.8,15.2,0.0,1.2,312.0
2021-12-02 02:25:00,4.5,2.8,15.3,0.0,1.2,345.0
2021-12-02 02:30:00,3.9,1.3,15.3,0.0,1.2,298.0
2021-12-02 02:35:00,4.4,9.9,15.4,0.0,1.2,305.0
2021-12-02 02:40:00,4.3,3.0,15.4,0.0,1.2,326.0
2021-12-02 02:45:00,4.2,18.2,15.4,0.0,1.2,283.0
2021-12-02 02:50:00,4.7,19.3,15.4,0.0,1.2,305.0
2021-12-02 02:55:00,4.5,-0.8,15.4,0.0,1.2,334.0
2021-12-02 03:00:00,5.0,9.5,15.4,0.0,1.2,461.0
2021-12-02 03:05:00,5.0,27.3,15.4,0.0,1.2,524.0
2021-12-02 03:10:00,5.1,-11.8,15.4,0.0,1.2,555.0
2021-12-02 03:15:06,5.5,11.7,15.5,0.0,1.2,719.0
2021-12-02 03:20:00,5.4,-2.2,15.5,0.0,1.2,701.0
2021-12-02 03:25:00,5.6,0.8,15.5,0.0,1.2,793.0
2021-12-02 03:30:00,5.7,-1.6,15.6,0.0,1.2,765.0
2021-12-02 03:35:00,5.7,-3.1,15.6,0.0,1.2,721.0
2021-12-02 03:40:00,5.4,-3.9,15.6,0.0,1.2,719.0
2021-12-02 03:45:00,5.9,-8.4,15.6,0.0,1.2,1027.0
2021-12-02 03:50:00,5.6,-1.4,15.5,0.0,1.2,719.0
2021-12-02 03:55:00,4.9,-10.4,15.0,0.0,1.2,511.0
2021-12-02 04:00:00,5.3,-1.5,15.2,0.0,1.2,533.0
2021-12-02 04:05:00,4.2,1.2,15.1,0.0,1.2,335.0
2021-12-02 04:10:07,4.9,-6.7,15.0,0.0,1.2,336.0
2021-12-02 04:15:00,5.0,4.2,15.1,0.0,1.2,518.0
2021-12-02 04:20:04,4.5,1.5,15.0,0.0,1.2,615.0
2021-12-02 04:25:00,4.5,-10.7,14.8,0.0,1.2,778.0
2021-12-02 04:30:00,6.5,25.7,14.9,0.0,1.2,1225.0
2021-12-02 04:35:00,6.1,10.3,15.0,0.0,1.2,1108.0
2021-12-02 04:40:00,8.0,1.2,15.1,0.0,1.2,1641.0
2021-12-02 04:45:00,7.0,1.4,15.3,0.0,1.2,1862.0
2021-12-02 04:50:00,7.3,-2.4,15.3,0.0,1.2,1910.0
2021-12-02 04:55:07,5.9,-3.2,15.2,0.0,1.2,1516.0
2021-12-02 05:00:00,8.1,-4.9,15.3,0.0,1.2,2093.0
2021-12-02 05:05:00,7.0,-6.6,15.6,0.0,1.2,2483.0
2021-12-02 05:10:00,5.9,0.6,15.5,0.0,1.2,1733.0
2021-12-02 05:15:00,7.5,1.7,15.5,0.0,1.2,2377.0
2021-12-02 05:20:00,8.7,-1.4,15.5,0.0,1.2,2363.0
2021-12-02 05:25:02,7.9,-6.6,15.6,0.0,1.2,2968.0
2021-12-02 05:30:00,8.4,-9.1,15.6,0.0,1.2,2856.0
2021-12-02 05:35:00,6.6,-5.9,15.5,0.0,1.2,2236.0
2021-12-02 05:40:00,7.8,-3.1,15.6,0.0,1.2,2379.0
2021-12-02 05:45:00,7.5,-8.1,15.5,0.0,1.2,2205.0
2021-12-02 05:50:00,7.6,-2.5,15.6,0.0,1.2,2209.0
2021-12-02 05:55:00,6.5,-5.1,15.5,0.0,1.2,1721.0
2021-12-02 06:00:00,5.5,-5.4,15.3,0.0,1.2,1115.0
2021-12-02 06:05:00,6.7,-4.8,15.3,0.0,1.2,1404.0
2021-12-02 06:10:00,6.5,-11.6,15.3,0.0,1.2,1394.0
2021-12-02 06:15:00,6.2,-8.0,15.2,0.0,1.2,1014.0
2021-12-02 06:20:00,7.3,4.5,15.2,0.0,1.2,1523.0
2021-12-02 06:25:00,6.2,-9.2,15.2,0.0,1.2,1150.0
2021-12-02 06:30:00,5.9,6.1,15.2,0.0,1.2,982.0
2021-12-02 06:35:00,5.9,-3.1,15.1,0.0,1.2,909.0
