real_time,grWindSpeed,grWindDirction,grOutdoorTemperature,grAirPressure,grAirDensity,grGridActivePower,giWindTurbineOperationMode,gbTurbinePowerLimited,giWindTurbineYawMode
2021-10-01 00:00:00,2.4,42.3,26.3,0.0,1.2,-9.0,8,0,1
2021-10-01 00:15:00,0.9,15.7,26.7,0.0,1.2,-8.0,8,0,1
2021-10-01 00:30:00,0.8,2.9,26.6,0.0,1.2,-9.0,8,0,1
2021-10-01 00:45:00,1.1,-28.6,26.5,0.0,1.2,-9.0,8,0,1
2021-10-01 01:00:00,1.7,-31.1,26.4,0.0,1.2,-8.0,8,0,1
2021-10-01 01:15:00,1.7,-33.5,26.4,0.0,1.2,-9.0,8,0,1
2021-10-01 01:30:00,1.8,-40.7,26.3,0.0,1.2,-9.0,8,0,1
2021-10-01 01:45:00,1.4,-19.8,26.3,0.0,1.2,-9.0,8,0,1
2021-10-01 02:00:00,0.9,-23.4,26.1,0.0,1.2,-9.0,8,0,1
2021-10-01 02:15:00,1.3,-26.8,26.1,0.0,1.2,-9.0,8,0,1
2021-10-01 02:30:00,0.4,13.1,26.0,0.0,1.2,-9.0,8,0,1
2021-10-01 02:45:00,0.1,-180.0,25.9,0.0,1.2,-9.0,8,0,1
2021-10-01 03:00:00,0.3,-136.6,25.5,0.0,1.2,-9.0,8,0,1
2021-10-01 03:15:00,0.3,-48.3,25.6,0.0,1.2,-9.0,8,0,1
2021-10-01 03:30:00,0.3,138.9,25.5,0.0,1.2,-10.0,8,0,1
2021-10-01 03:45:00,0.6,-115.0,25.4,0.0,1.2,-9.0,8,0,1
2021-10-01 04:00:00,0.4,-90.9,25.4,0.0,1.2,-10.0,8,0,1
2021-10-01 04:15:00,0.8,-68.7,25.5,0.0,1.2,-9.0,8,0,1
2021-10-01 04:30:00,1.4,-37.9,25.6,0.0,1.2,-8.0,8,0,1
2021-10-01 04:45:00,2.0,-55.5,25.7,0.0,1.2,-9.0,8,0,1
2021-10-01 05:00:00,1.8,-73.5,25.6,0.0,1.2,-9.0,8,0,1
2021-10-01 05:15:00,2.3,-48.9,25.9,0.0,1.2,-9.0,11,0,0
2021-10-01 05:30:00,0.7,-47.3,25.8,0.0,1.2,-8.0,8,0,1
2021-10-01 05:45:00,1.5,-15.7,25.6,0.0,1.2,-9.0,8,0,1
2021-10-01 06:00:00,1.8,-11.2,25.5,0.0,1.2,-9.0,8,0,1
2021-10-01 06:15:00,1.7,13.2,25.4,0.0,1.2,-9.0,8,0,1
2021-10-01 06:30:02,2.7,-1.3,25.5,0.0,1.2,41.0,14,0,0
2021-10-01 06:45:00,1.9,-13.3,25.6,0.0,1.2,29.0,14,0,0
2021-10-01 07:00:00,2.1,-9.7,25.8,0.0,1.2,16.0,14,0,0
2021-10-01 07:15:00,2.0,4.7,26.2,0.0,1.2,-9.0,8,0,1
2021-10-01 07:30:00,2.0,11.8,26.3,0.0,1.2,-9.0,8,0,1
2021-10-01 07:45:00,1.6,16.1,26.8,0.0,1.2,-8.0,8,0,1
2021-10-01 08:00:00,1.7,9.6,26.9,0.0,1.2,-9.0,8,0,1
2021-10-01 08:15:00,1.8,6.5,28.4,0.0,1.2,-9.0,8,0,1
2021-10-01 08:30:00,0.5,-42.6,30.4,0.0,1.1,-9.0,8,0,1
2021-10-01 08:45:00,0.2,-42.8,30.2,0.0,1.2,-9.0,8,0,1
2021-10-01 09:00:00,2.0,37.7,28.5,0.0,1.2,-9.0,8,0,1
2021-10-01 09:15:00,2.2,13.3,28.8,0.0,1.2,-9.0,8,0,1
2021-10-01 09:30:00,0.7,123.8,30.8,0.0,1.1,-9.0,8,0,1
2021-10-01 09:45:00,1.7,28.1,29.3,0.0,1.2,-9.0,8,0,1
2021-10-01 10:00:00,0.9,24.8,30.5,0.0,1.1,-9.0,8,0,1
2021-10-01 10:15:00,0.8,120.3,33.5,0.0,1.1,-9.0,8,0,1
2021-10-01 10:30:00,1.9,39.6,29.5,0.0,1.2,-9.0,8,0,1
2021-10-01 10:45:00,1.6,112.6,31.9,0.0,1.1,-9.0,8,0,1
2021-10-01 11:00:00,1.1,-47.1,36.0,0.0,1.1,-9.0,8,0,1
2021-10-01 11:15:00,1.7,-74.1,35.9,0.0,1.1,-9.0,8,0,1
2021-10-01 11:30:00,1.6,107.4,32.8,0.0,1.1,-8.0,8,0,1
2021-10-01 11:45:00,0.4,-77.2,32.8,0.0,1.1,-9.0,8,0,1
2021-10-01 12:00:09,1.8,-102.5,34.5,0.0,1.1,-9.0,8,0,1
2021-10-01 12:15:00,1.3,132.2,33.4,0.0,1.1,-10.0,8,0,1
2021-10-01 12:30:00,2.3,133.7,32.6,0.0,1.1,-9.0,8,0,1
2021-10-01 12:45:00,1.4,28.7,31.5,0.0,1.1,-9.0,8,0,1
2021-10-01 13:00:00,0.6,35.5,33.6,0.0,1.1,-9.0,8,0,1
2021-10-01 13:15:00,1.0,59.7,31.4,0.0,1.1,-9.0,8,0,1
2021-10-01 13:30:00,1.6,7.6,30.8,0.0,1.1,-9.0,12,0,0
2021-10-01 13:45:00,2.1,10.0,31.6,0.0,1.1,22.0,14,0,0
2021-10-01 14:00:00,3.2,5.7,32.1,0.0,1.1,84.0,14,0,0
2021-10-01 14:15:00,1.9,-22.3,33.4,0.0,1.1,22.0,14,0,0
2021-10-01 14:30:00,1.5,-65.4,33.3,0.0,1.1,-9.0,8,0,1
2021-10-01 14:45:00,3.6,17.3,31.9,0.0,1.1,-9.0,12,0,0
2021-10-01 15:00:00,2.4,-24.2,31.8,0.0,1.1,32.0,14,0,0
2021-10-01 15:15:00,4.7,8.1,29.8,0.0,1.2,468.0,14,0,0
2021-10-01 15:30:00,3.8,-9.5,29.2,0.0,1.2,248.0,14,0,0
2021-10-01 15:45:00,3.4,-0.4,28.6,0.0,1.2,154.0,14,0,0
2021-10-01 16:00:00,4.2,-4.7,28.4,0.0,1.2,161.0,14,0,0
2021-10-01 16:15:00,4.4,15.3,28.2,0.0,1.2,259.0,14,0,0
2021-10-01 16:30:00,4.1,5.8,28.3,0.0,1.2,190.0,14,0,0
2021-10-01 16:45:00,4.6,1.9,28.2,0.0,1.2,198.0,14,0,0
2021-10-01 17:00:00,4.9,-2.8,26.8,0.0,1.2,273.0,14,0,0
2021-10-01 17:15:00,2.6,-6.3,26.8,0.0,1.2,56.0,14,0,0
2021-10-01 17:30:00,3.0,0.7,27.7,0.0,1.2,31.0,14,0,0
2021-10-01 17:45:00,3.1,3.8,27.8,0.0,1.2,50.0,14,0,0
2021-10-01 18:00:00,2.3,-2.2,27.5,0.0,1.2,17.0,14,0,0
2021-10-01 18:15:00,2.8,7.8,27.6,0.0,1.2,31.0,14,0,0
2021-10-01 18:30:00,2.5,4.1,27.0,0.0,1.2,28.0,14,0,0
2021-10-01 18:45:00,2.9,8.1,26.7,0.0,1.2,65.0,14,0,0
2021-10-01 19:00:00,2.5,-0.5,26.7,0.0,1.2,25.0,14,0,0
2021-10-01 19:15:00,2.1,2.3,26.4,0.0,1.2,15.0,14,0,0
2021-10-01 19:30:00,2.3,1.6,26.4,0.0,1.2,34.0,14,0,0
2021-10-01 19:45:00,1.7,-4.3,26.2,0.0,1.2,-2.0,14,0,0
2021-10-01 20:00:00,1.6,-151.4,26.0,0.0,1.2,-9.0,8,0,2
2021-10-01 20:15:00,1.8,43.3,26.1,0.0,1.2,-8.0,8,0,2
2021-10-01 20:30:00,1.5,62.0,25.8,0.0,1.2,-9.0,8,0,1
2021-10-01 20:45:00,1.4,66.5,25.8,0.0,1.2,-9.0,8,0,1
2021-10-01 21:00:00,1.8,42.1,25.8,0.0,1.2,-8.0,11,0,0
2021-10-01 21:15:06,2.7,12.9,26.5,0.0,1.2,37.0,14,0,0
2021-10-01 21:30:00,2.6,-11.6,26.6,0.0,1.2,55.0,14,0,0
2021-10-01 21:45:00,3.6,-0.5,26.5,0.0,1.2,103.0,14,0,0
2021-10-01 22:00:00,3.1,-1.1,26.3,0.0,1.2,110.0,14,0,0
2021-10-01 22:15:00,4.1,17.4,26.2,0.0,1.2,181.0,14,0,0
2021-10-01 22:30:00,5.0,11.8,26.2,0.0,1.2,225.0,14,0,0
2021-10-01 22:45:00,3.0,-5.4,26.0,0.0,1.2,200.0,14,0,0
2021-10-01 23:00:00,4.9,-3.2,26.0,0.0,1.2,225.0,14,0,0
2021-10-01 23:15:00,5.2,26.1,25.9,0.0,1.2,263.0,14,0,0
2021-10-01 23:30:00,3.7,8.7,25.9,0.0,1.2,213.0,14,0,0
2021-10-01 23:45:00,4.3,0.1,25.9,0.0,1.2,262.0,14,0,0
2021-10-02 00:00:00,5.6,4.8,25.8,0.0,1.2,519.0,14,0,0
2021-10-02 00:15:00,4.7,13.7,25.7,0.0,1.2,437.0,14,0,0
2021-10-02 00:30:00,6.8,-2.6,25.6,0.0,1.2,732.0,14,0,0
2021-10-02 00:45:00,5.8,20.7,25.5,0.0,1.2,655.0,14,0,0
2021-10-02 01:00:00,6.6,12.7,25.3,0.0,1.2,781.0,14,0,0
2021-10-02 01:15:00,6.6,-2.8,25.4,0.0,1.2,1049.0,14,0,0
2021-10-02 01:30:00,5.3,5.9,25.2,0.0,1.2,786.0,14,0,0
2021-10-02 01:45:05,5.7,-0.9,25.4,0.0,1.2,596.0,14,0,0
2021-10-02 02:00:00,5.5,2.6,25.2,0.0,1.2,529.0,14,0,0
2021-10-02 02:15:00,5.1,10.6,25.2,0.0,1.2,291.0,14,0,0
2021-10-02 02:30:00,4.3,-3.6,25.2,0.0,1.2,278.0,14,0,0
2021-10-02 02:45:03,4.0,6.4,25.1,0.0,1.2,216.0,14,0,0
2021-10-02 03:00:00,3.4,9.5,25.1,0.0,1.2,142.0,14,0,0
2021-10-02 03:15:00,3.5,-1.6,25.0,0.0,1.2,106.0,14,0,0
2021-10-02 03:30:00,3.2,-2.9,25.0,0.0,1.2,88.0,14,0,0
2021-10-02 03:45:00,2.0,11.0,24.8,0.0,1.2,34.0,14,0,0
2021-10-02 04:00:00,1.7,9.0,24.6,0.0,1.2,11.0,14,0,0
2021-10-02 04:15:00,2.1,-8.3,24.7,0.0,1.2,19.0,14,0,0
2021-10-02 04:30:08,0.3,103.4,24.6,0.0,1.2,-9.0,8,0,1
2021-10-02 04:45:00,0.3,10.1,24.4,0.0,1.2,-9.0,8,0,1
2021-10-02 05:00:00,0.6,4.8,24.5,0.0,1.2,-9.0,8,0,1
2021-10-02 05:15:00,0.6,-16.8,24.5,0.0,1.2,-9.0,8,0,1
2021-10-02 05:30:00,0.8,-37.9,24.6,0.0,1.2,-8.0,8,0,1
2021-10-02 05:45:00,1.0,-37.3,24.5,0.0,1.2,-9.0,8,0,1
2021-10-02 06:00:00,0.3,-64.9,24.5,0.0,1.2,-9.0,8,0,1
2021-10-02 06:15:00,0.3,48.9,24.3,0.0,1.2,-9.0,8,0,1
2021-10-02 06:30:08,1.7,7.9,24.4,0.0,1.2,-9.0,8,0,1
2021-10-02 06:45:00,1.7,26.7,24.3,0.0,1.2,-9.0,8,0,1
2021-10-02 07:00:00,1.5,24.0,24.6,0.0,1.2,-9.0,8,0,1
2021-10-02 07:15:00,1.9,-28.3,25.0,0.0,1.2,-9.0,8,0,1
2021-10-02 07:30:00,2.4,-2.5,25.0,0.0,1.2,-9.0,8,0,1
2021-10-02 07:45:00,1.3,-50.3,26.1,0.0,1.2,-8.0,8,0,1
2021-10-02 08:00:00,0.5,6.1,26.9,0.0,1.2,-9.0,8,0,1
2021-10-02 08:15:00,2.3,-14.1,26.8,0.0,1.2,-9.0,8,0,1
2021-10-02 08:30:00,1.8,10.0,27.2,0.0,1.2,-9.0,8,0,1
2021-10-02 08:45:00,2.2,2.2,27.9,0.0,1.2,-9.0,8,0,1
2021-10-02 09:00:00,1.9,22.5,28.8,0.0,1.2,-9.0,8,0,1
2021-10-02 09:15:00,2.0,-37.1,29.1,0.0,1.2,-9.0,8,0,1
2021-10-02 09:30:00,0.4,-86.7,28.5,0.0,1.2,-9.0,12,0,0
2021-10-02 09:45:00,2.3,30.5,28.1,0.0,1.2,6.0,14,0,0
2021-10-02 10:00:00,2.9,-7.3,28.5,0.0,1.2,44.0,14,0,0
2021-10-02 10:15:00,2.1,-14.8,29.4,0.0,1.2,12.0,14,0,0
2021-10-02 10:30:00,0.5,47.4,28.6,0.0,1.2,9.0,14,0,0
2021-10-02 10:45:00,2.2,-3.1,29.7,0.0,1.2,-9.0,8,0,1
2021-10-02 11:00:00,2.4,-27.8,29.0,0.0,1.2,81.0,14,0,0
2021-10-02 11:15:00,4.3,2.8,28.4,0.0,1.2,151.0,14,0,0
2021-10-02 11:30:00,4.5,3.2,28.3,0.0,1.2,166.0,14,0,0
2021-10-02 11:45:00,4.4,1.7,29.3,0.0,1.2,76.0,14,0,0
2021-10-02 12:00:00,3.5,40.1,28.5,0.0,1.2,278.0,14,0,0
2021-10-02 12:15:00,3.3,13.3,29.0,0.0,1.2,82.0,14,0,0
2021-10-02 12:30:00,2.9,-8.6,28.9,0.0,1.2,174.0,14,0,0
2021-10-02 12:45:04,5.3,-2.5,28.7,0.0,1.2,287.0,14,0,0
2021-10-02 13:00:00,4.9,2.8,28.8,0.0,1.2,226.0,14,0,0
2021-10-02 13:15:00,5.1,-2.4,28.1,0.0,1.2,592.0,14,0,0
2021-10-02 13:30:00,4.4,-1.4,28.7,0.0,1.2,246.0,14,0,0
2021-10-02 13:45:00,3.0,-12.0,29.3,0.0,1.2,139.0,14,0,0
2021-10-02 14:00:00,2.9,9.3,29.6,0.0,1.2,106.0,14,0,0
2021-10-02 14:15:00,3.3,15.4,29.6,0.0,1.2,123.0,14,0,0
2021-10-02 14:30:00,4.3,-3.1,29.3,0.0,1.2,192.0,14,0,0
2021-10-02 14:45:00,3.9,-14.1,29.4,0.0,1.2,215.0,14,0,0
2021-10-02 15:00:08,4.3,-0.6,29.3,0.0,1.2,161.0,14,0,0
2021-10-02 15:15:00,1.3,22.7,29.6,0.0,1.2,99.0,14,0,0
2021-10-02 15:30:00,3.7,15.6,29.0,0.0,1.2,185.0,14,0,0
2021-10-02 15:45:00,5.0,-3.6,28.6,0.0,1.2,484.0,14,0,0
2021-10-02 16:00:00,5.1,11.0,28.2,0.0,1.2,384.0,14,0,0
2021-10-02 16:15:00,4.3,-7.3,28.3,0.0,1.2,275.0,14,0,0
2021-10-02 16:30:00,5.3,24.3,28.3,0.0,1.2,198.0,14,0,0
2021-10-02 16:45:00,4.3,12.1,28.1,0.0,1.2,185.0,14,0,0
2021-10-02 17:00:00,3.1,-16.4,27.9,0.0,1.2,199.0,14,0,0
2021-10-02 17:15:00,5.2,-9.8,27.5,0.0,1.2,468.0,14,0,0
2021-10-02 17:30:00,5.8,2.1,27.3,0.0,1.2,637.0,14,0,0
2021-10-02 17:45:00,4.8,-4.8,27.1,0.0,1.2,527.0,14,0,0
2021-10-02 18:00:00,6.2,6.2,26.8,0.0,1.2,696.0,14,0,0
2021-10-02 18:15:00,4.5,-4.1,26.5,0.0,1.2,352.0,14,0,0
2021-10-02 18:30:00,5.2,-0.1,26.3,0.0,1.2,508.0,14,0,0
2021-10-02 18:45:00,6.1,-17.7,26.3,0.0,1.2,603.0,14,0,0
2021-10-02 19:00:00,6.3,-13.5,26.3,0.0,1.2,613.0,14,0,0
2021-10-02 19:15:00,4.3,-3.5,26.1,0.0,1.2,203.0,14,0,0
2021-10-02 19:30:06,4.3,1.7,26.1,0.0,1.2,415.0,14,0,0
2021-10-02 19:45:00,3.8,-7.4,26.1,0.0,1.2,158.0,14,0,0
2021-10-02 20:00:00,4.5,-1.6,26.0,0.0,1.2,470.0,14,0,0
2021-10-02 20:15:00,3.2,-0.1,26.0,0.0,1.2,145.0,14,0,0
2021-10-02 20:30:00,3.8,-6.6,26.0,0.0,1.2,146.0,14,0,0
2021-10-02 20:45:00,3.8,-1.9,26.1,0.0,1.2,193.0,14,0,0
2021-10-02 21:00:00,3.8,0.6,26.1,0.0,1.2,196.0,14,0,0
2021-10-02 21:15:00,4.0,5.3,26.0,0.0,1.2,138.0,14,0,0
2021-10-02 21:30:00,3.7,15.9,25.9,0.0,1.2,167.0,14,0,0
2021-10-02 21:45:00,4.6,5.5,25.8,0.0,1.2,175.0,14,0,0
2021-10-02 22:00:00,4.2,6.9,25.9,0.0,1.2,186.0,14,0,0
2021-10-02 22:15:00,5.1,-4.8,25.8,0.0,1.2,225.0,14,0,0
2021-10-02 22:30:00,5.0,12.7,25.6,0.0,1.2,254.0,14,0,0
2021-10-02 22:45:00,5.1,1.0,25.6,0.0,1.2,441.0,14,0,0
2021-10-02 23:00:00,5.0,-22.9,25.6,0.0,1.2,491.0,14,0,0
2021-10-02 23:15:00,5.9,3.5,25.6,0.0,1.2,691.0,14,0,0
2021-10-02 23:30:00,6.0,16.7,25.5,0.0,1.2,665.0,14,0,0
2021-10-02 23:45:00,5.5,-3.7,25.5,0.0,1.2,535.0,14,0,0
2021-10-03 00:00:00,5.3,12.3,25.3,0.0,1.2,710.0,14,0,0
2021-10-03 00:15:00,6.2,23.3,25.4,0.0,1.2,693.0,14,0,0
2021-10-03 00:30:00,5.7,12.7,25.3,0.0,1.2,640.0,14,0,0
2021-10-03 00:45:00,4.6,11.9,25.5,0.0,1.2,424.0,14,0,0
2021-10-03 01:00:00,5.2,0.5,25.5,0.0,1.2,631.0,14,0,0
2021-10-03 01:15:00,6.3,-12.9,25.6,0.0,1.2,740.0,14,0,0
2021-10-03 01:30:00,5.1,-13.1,25.5,0.0,1.2,645.0,14,0,0
2021-10-03 01:45:00,5.4,0.1,25.6,0.0,1.2,576.0,14,0,0
2021-10-03 02:00:00,5.5,-5.3,25.6,0.0,1.2,467.0,14,0,0
2021-10-03 02:15:00,5.1,3.9,25.4,0.0,1.2,450.0,14,0,0
2021-10-03 02:30:00,4.5,0.6,25.4,0.0,1.2,329.0,14,0,0
2021-10-03 02:45:00,5.3,1.8,25.3,0.0,1.2,407.0,14,0,0
2021-10-03 03:00:00,3.9,-5.9,25.4,0.0,1.2,245.0,14,0,0
2021-10-03 03:15:00,3.9,0.0,25.4,0.0,1.2,223.0,14,0,0
2021-10-03 03:30:00,3.6,3.1,25.2,0.0,1.2,190.0,14,0,0
2021-10-03 03:45:00,3.0,-6.2,25.2,0.0,1.2,161.0,14,0,0
2021-10-03 04:00:06,3.6,-7.1,25.4,0.0,1.2,165.0,14,0,0
2021-10-03 04:15:00,3.5,16.7,25.4,0.0,1.2,162.0,14,0,0
2021-10-03 04:30:00,3.4,8.3,25.4,0.0,1.2,130.0,14,0,0
2021-10-03 04:45:00,4.0,-2.9,25.5,0.0,1.2,158.0,14,0,0
2021-10-03 05:00:00,3.9,9.6,25.4,0.0,1.2,164.0,14,0,0
2021-10-03 05:15:00,4.6,-0.4,25.4,0.0,1.2,183.0,14,0,0
2021-10-03 05:30:00,4.0,-11.9,25.4,0.0,1.2,169.0,14,0,0
2021-10-03 05:45:00,4.0,-3.4,25.4,0.0,1.2,133.0,14,0,0
2021-10-03 06:00:00,3.5,-0.5,25.4,0.0,1.2,148.0,14,0,0
2021-10-03 06:15:00,4.4,7.2,25.4,0.0,1.2,140.0,14,0,0
2021-10-03 06:30:00,2.8,10.4,25.4,0.0,1.2,71.0,14,0,0
2021-10-03 06:45:00,2.2,6.2,25.5,0.0,1.2,31.0,14,0,0
2021-10-03 07:00:00,2.7,-12.9,25.7,0.0,1.2,39.0,14,0,0
2021-10-03 07:15:00,2.2,-14.6,26.1,0.0,1.2,49.0,14,0,0
2021-10-03 07:30:00,2.0,9.3,26.8,0.0,1.2,21.0,14,0,0
2021-10-03 07:45:00,2.3,-4.2,27.3,0.0,1.2,30.0,14,0,0
2021-10-03 08:00:00,2.7,-5.6,27.4,0.0,1.2,28.0,14,0,0
2021-10-03 08:15:00,2.1,13.4,27.5,0.0,1.2,-9.0,8,0,1
2021-10-03 08:30:00,2.0,5.2,27.6,0.0,1.2,-9.0,8,0,1
2021-10-03 08:45:00,1.9,-4.6,27.2,0.0,1.2,-9.0,8,0,1
2021-10-03 09:00:00,2.5,-33.1,28.9,0.0,1.2,-9.0,8,0,1
2021-10-03 09:15:00,2.9,-15.9,28.7,0.0,1.2,-9.0,8,0,1
2021-10-03 09:30:00,3.5,-13.2,28.9,0.0,1.2,-9.0,11,0,0
2021-10-03 09:45:00,3.0,-3.2,28.7,0.0,1.2,76.0,14,0,0
2021-10-03 10:00:00,3.1,11.3,28.4,0.0,1.2,103.0,14,0,0
2021-10-03 10:15:00,1.9,8.7,30.1,0.0,1.2,52.0,14,0,0
2021-10-03 10:30:00,4.6,-2.5,28.4,0.0,1.2,225.0,14,0,0
2021-10-03 10:45:00,2.5,11.9,28.7,0.0,1.2,129.0,14,0,0
2021-10-03 11:00:00,3.0,-56.0,28.9,0.0,1.2,135.0,14,0,0
2021-10-03 11:15:00,3.9,-1.3,28.8,0.0,1.2,208.0,14,0,0
2021-10-03 11:30:00,3.9,-10.4,28.8,0.0,1.2,284.0,14,0,0
2021-10-03 11:45:00,5.1,4.5,29.2,0.0,1.2,300.0,14,0,0
2021-10-03 12:00:00,2.2,-0.7,30.3,0.0,1.2,227.0,14,0,0
2021-10-03 12:15:00,4.4,-3.4,28.8,0.0,1.2,390.0,14,0,0
2021-10-03 12:30:00,4.6,3.7,28.9,0.0,1.2,530.0,14,0,0
2021-10-03 12:45:00,4.9,7.3,29.2,0.0,1.2,302.0,14,0,0
2021-10-03 13:00:00,5.4,-19.3,29.1,0.0,1.2,648.0,14,0,0
2021-10-03 13:15:00,4.9,6.2,29.0,0.0,1.2,230.0,14,0,0
2021-10-03 13:30:06,5.1,-13.6,29.2,0.0,1.2,396.0,14,0,0
2021-10-03 13:45:00,6.2,-0.8,28.5,0.0,1.2,702.0,14,0,0
2021-10-03 14:00:00,3.9,12.5,29.1,0.0,1.2,283.0,14,0,0
2021-10-03 14:15:00,4.6,25.1,28.9,0.0,1.2,198.0,14,0,0
2021-10-03 14:30:00,5.5,2.8,28.4,0.0,1.2,542.0,14,0,0
2021-10-03 14:45:00,5.5,27.1,27.8,0.0,1.2,375.0,14,0,0
2021-10-03 15:00:00,5.2,-17.1,28.3,0.0,1.2,601.0,14,0,0
2021-10-03 15:15:00,6.0,11.6,28.6,0.0,1.2,295.0,14,0,0
2021-10-03 15:30:00,5.6,-6.2,28.5,0.0,1.2,720.0,14,0,0
2021-10-03 15:45:00,5.6,-0.5,28.2,0.0,1.2,632.0,14,0,0
2021-10-03 16:00:00,4.4,16.3,28.1,0.0,1.2,359.0,14,0,0
2021-10-03 16:15:00,3.8,-4.5,28.0,0.0,1.2,325.0,14,0,0
2021-10-03 16:30:04,4.7,12.2,27.7,0.0,1.2,444.0,14,0,0
2021-10-03 16:45:00,5.9,-19.8,27.3,0.0,1.2,792.0,14,0,0
2021-10-03 17:00:00,3.2,-23.3,27.2,0.0,1.2,229.0,14,0,0
2021-10-03 17:15:00,4.7,-4.6,27.0,0.0,1.2,343.0,14,0,0
2021-10-03 17:30:00,3.7,18.4,26.9,0.0,1.2,225.0,14,0,0
2021-10-03 17:45:06,3.4,-1.7,26.9,0.0,1.2,200.0,14,0,0
2021-10-03 18:00:00,4.4,-14.6,27.2,0.0,1.2,165.0,14,0,0
2021-10-03 18:15:04,5.1,-6.8,27.0,0.0,1.2,393.0,14,0,0
2021-10-03 18:30:00,6.4,4.7,26.8,0.0,1.2,439.0,14,0,0
2021-10-03 18:45:00,3.9,8.4,26.8,0.0,1.2,258.0,14,0,0
2021-10-03 19:00:00,5.7,-0.4,26.8,0.0,1.2,658.0,14,0,0
2021-10-03 19:15:00,4.7,17.1,26.7,0.0,1.2,377.0,14,0,0
2021-10-03 19:30:00,5.3,0.7,26.8,0.0,1.2,768.0,14,0,0
2021-10-03 19:45:00,4.7,-19.0,26.8,0.0,1.2,561.0,14,0,0
2021-10-03 20:00:00,6.1,-1.3,26.8,0.0,1.2,996.0,14,0,0
2021-10-03 20:15:00,5.9,0.5,26.7,0.0,1.2,696.0,14,0,0
2021-10-03 20:30:00,7.5,9.0,26.7,0.0,1.2,1176.0,14,0,0
2021-10-03 20:45:00,6.1,-8.3,26.8,0.0,1.2,961.0,14,0,0
2021-10-03 21:00:00,7.0,1.1,26.8,0.0,1.2,1256.0,14,0,0
2021-10-03 21:15:00,7.2,7.8,26.8,0.0,1.2,981.0,14,0,0
2021-10-03 21:30:00,6.1,-8.0,26.8,0.0,1.2,769.0,14,0,0
2021-10-03 21:45:00,5.2,8.0,26.8,0.0,1.2,689.0,14,0,0
2021-10-03 22:00:00,7.7,19.6,26.8,0.0,1.2,1347.0,14,0,0
2021-10-03 22:15:00,4.9,-26.6,26.8,0.0,1.2,352.0,14,0,0
2021-10-03 22:30:00,4.7,-21.6,26.8,0.0,1.2,838.0,14,0,0
2021-10-03 22:45:00,5.5,-9.6,26.9,0.0,1.2,643.0,14,0,0
2021-10-03 23:00:00,5.1,12.8,26.7,0.0,1.2,365.0,14,0,0
2021-10-03 23:15:00,5.8,11.7,26.8,0.0,1.2,640.0,14,0,0
2021-10-03 23:30:00,6.4,-0.8,26.7,0.0,1.2,887.0,14,0,0
2021-10-03 23:45:00,3.7,-20.8,26.7,0.0,1.2,268.0,14,0,0
2021-10-04 00:00:05,3.8,5.8,26.7,0.0,1.2,212.0,14,0,0
2021-10-04 00:15:00,4.6,-5.8,26.3,0.0,1.2,199.0,14,0,0
2021-10-04 00:30:00,7.7,3.7,27.0,0.0,1.2,1028.0,14,0,0
2021-10-04 00:45:02,7.1,13.5,26.4,0.0,1.2,1415.0,14,0,0
2021-10-04 01:00:00,6.5,16.7,26.1,0.0,1.2,858.0,14,0,0
2021-10-04 01:15:00,4.3,-0.1,26.1,0.0,1.2,681.0,14,0,0
2021-10-04 01:30:00,4.9,23.9,26.1,0.0,1.2,475.0,14,0,0
2021-10-04 01:45:00,4.6,-11.0,26.1,0.0,1.2,536.0,14,0,0
2021-10-04 02:00:00,6.2,-10.4,26.4,0.0,1.2,1156.0,14,0,0
2021-10-04 02:15:00,8.7,1.6,25.0,0.0,1.2,3029.0,14,0,0
2021-10-04 02:30:00,7.6,-4.3,22.1,0.0,1.2,2322.0,14,0,0
2021-10-04 02:45:00,5.8,-17.8,25.7,0.0,1.2,1301.0,14,0,0
2021-10-04 03:00:07,4.7,11.0,26.0,0.0,1.2,689.0,14,0,0
2021-10-04 03:15:00,3.5,4.0,26.0,0.0,1.2,504.0,14,0,0
2021-10-04 03:30:00,5.0,10.4,22.0,0.0,1.2,929.0,14,0,0
2021-10-04 03:45:00,5.8,-22.7,24.6,0.0,1.2,964.0,14,0,0
2021-10-04 04:00:00,4.3,-10.6,25.7,0.0,1.2,412.0,14,0,0
2021-10-04 04:15:05,5.0,-7.4,25.8,0.0,1.2,403.0,14,0,0
2021-10-04 04:30:00,2.8,9.6,25.6,0.0,1.2,214.0,14,0,0
2021-10-04 04:45:00,4.5,-3.7,25.7,0.0,1.2,278.0,14,0,0
2021-10-04 05:00:00,4.9,-3.7,25.9,0.0,1.2,423.0,14,0,0
2021-10-04 05:15:00,5.7,7.1,26.0,0.0,1.2,664.0,14,0,0
2021-10-04 05:30:00,5.7,10.9,25.8,0.0,1.2,620.0,14,0,0
2021-10-04 05:45:00,5.0,0.4,26.0,0.0,1.2,478.0,14,0,0
2021-10-04 06:00:00,3.8,-6.4,26.2,0.0,1.2,193.0,14,0,0
2021-10-04 06:15:00,2.4,-24.6,26.0,0.0,1.2,86.0,14,0,0
2021-10-04 06:30:00,5.7,10.2,25.8,0.0,1.2,241.0,14,0,0
2021-10-04 06:45:00,4.9,3.6,26.1,0.0,1.2,238.0,14,0,0
2021-10-04 07:00:00,3.9,-31.2,26.1,0.0,1.2,270.0,14,0,0
